Record Length,2500,0,4,;;;;;;
,,0.00342,78,;;;;;;
,,0.00344,80,;;;;;;
,,0.00346,78,;;;;;;
,,0.00348,80,;;;;;;
,,0.0035,80,;;;;;;
,,0.00352,78,;;;;;;
,,0.00354,80,;;;;;;
,,0.00356,80,;;;;;;
,,0.00358,78,;;;;;;
,,0.0036,82,;;;;;;
,,0.00362,82,;;;;;;
,,0.00364,82,;;;;;;
,,0.00366,82,;;;;;;
,,0.00368,82,;;;;;;
,,0.0037,82,;;;;;;
,,0.00372,82,;;;;;;
,,0.00374,82,;;;;;;
,,0.00376,82,;;;;;;
,,0.00378,84,;;;;;;
,,0.0038,84,;;;;;;
,,0.00382,82,;;;;;;
,,0.00384,84,;;;;;;
,,0.00386,82,;;;;;;
,,0.00388,84,;;;;;;
,,0.0039,84,;;;;;;
,,0.00392,84,;;;;;;
,,0.00394,84,;;;;;;
,,0.00396,86,;;;;;;
,,0.00398,84,;;;;;;
,,0.004,82,;;;;;;
,,0.00402,86,;;;;;;
,,0.00404,84,;;;;;;
,,0.00406,86,;;;;;;
,,0.00408,84,;;;;;;
,,0.0041,88,;;;;;;
,,0.00412,86,;;;;;;
,,0.00414,86,;;;;;;
,,0.00416,84,;;;;;;
,,0.00418,88,;;;;;;
,,0.0042,86,;;;;;;
,,0.00422,86,;;;;;;
,,0.00424,86,;;;;;;
,,0.00426,86,;;;;;;
,,0.00428,88,;;;;;;
,,0.0043,86,;;;;;;
,,0.00432,86,;;;;;;
,,0.00434,86,;;;;;;
,,0.00436,88,;;;;;;
,,0.00438,88,;;;;;;
,,0.0044,88,;;;;;;
,,0.00442,88,;;;;;;
,,0.00444,88,;;;;;;
,,0.00446,88,;;;;;;
,,0.00448,88,;;;;;;
,,0.0045,88,;;;;;;
,,0.00452,88,;;;;;;
,,0.00454,88,;;;;;;
,,0.00456,88,;;;;;;
,,0.00458,88,;;;;;;
,,0.0046,88,;;;;;;
,,0.00462,88,;;;;;;
,,0.00464,90,;;;;;;
,,0.00466,88,;;;;;;
,,0.00468,90,;;;;;;
,,0.0047,90,;;;;;;
,,0.00472,88,;;;;;;
,,0.00474,88,;;;;;;
,,0.00476,88,;;;;;;
,,0.00478,88,;;;;;;
,,0.0048,90,;;;;;;
,,0.00482,88,;;;;;;
,,0.00484,88,;;;;;;
,,0.00486,88,;;;;;;
,,0.00488,88,;;;;;;
,,0.0049,90,;;;;;;
,,0.00492,88,;;;;;;
,,0.00494,90,;;;;;;
,,0.00496,88,;;;;;;
,,0.00498,90,;;;;;;
,,0.005,88,;;;;;;
,,0.00502,88,;;;;;;
,,0.00504,88,;;;;;;
,,0.00506,90,;;;;;;
,,0.00508,90,;;;;;;
,,0.0051,90,;;;;;;
,,0.00512,88,;;;;;;
,,0.00514,90,;;;;;;
,,0.00516,88,;;;;;;
,,0.00518,90,;;;;;;
,,0.0052,88,;;;;;;
,,0.00522,88,;;;;;;
,,0.00524,90,;;;;;;
,,0.00526,90,;;;;;;
,,0.00528,90,;;;;;;
,,0.0053,88,;;;;;;
,,0.00532,90,;;;;;;
,,0.00534,90,;;;;;;
,,0.00536,92,;;;;;;
,,0.00538,90,;;;;;;
,,0.0054,90,;;;;;;
,,0.00542,90,;;;;;;
,,0.00544,90,;;;;;;
,,0.00546,88,;;;;;;
,,0.00548,90,;;;;;;
,,0.0055,90,;;;;;;
,,0.00552,90,;;;;;;
,,0.00554,90,;;;;;;
,,0.00556,90,;;;;;;
,,0.00558,90,;;;;;;
,,0.0056,88,;;;;;;
,,0.00562,90,;;;;;;
,,0.00564,90,;;;;;;
,,0.00566,90,;;;;;;
,,0.00568,90,;;;;;;
,,0.0057,88,;;;;;;
,,0.00572,90,;;;;;;
,,0.00574,88,;;;;;;
,,0.00576,88,;;;;;;
,,0.00578,90,;;;;;;
,,0.0058,90,;;;;;;
,,0.00582,90,;;;;;;
,,0.00584,90,;;;;;;
,,0.00586,90,;;;;;;
,,0.00588,90,;;;;;;
,,0.0059,88,;;;;;;
,,0.00592,90,;;;;;;
,,0.00594,90,;;;;;;
,,0.00596,90,;;;;;;
,,0.00598,88,;;;;;;
,,0.006,88,;;;;;;
,,0.00602,90,;;;;;;
,,0.00604,90,;;;;;;
,,0.00606,90,;;;;;;
,,0.00608,90,;;;;;;
,,0.0061,90,;;;;;;
,,0.00612,90,;;;;;;
,,0.00614,90,;;;;;;
,,0.00616,90,;;;;;;
,,0.00618,88,;;;;;;
,,0.0062,88,;;;;;;
,,0.00622,90,;;;;;;
,,0.00624,88,;;;;;;
,,0.00626,88,;;;;;;
,,0.00628,88,;;;;;;
,,0.0063,88,;;;;;;
,,0.00632,88,;;;;;;
,,0.00634,90,;;;;;;
,,0.00636,88,;;;;;;
,,0.00638,88,;;;;;;
,,0.0064,86,;;;;;;
,,0.00642,88,;;;;;;
,,0.00644,86,;;;;;;
,,0.00646,88,;;;;;;
,,0.00648,86,;;;;;;
,,0.0065,86,;;;;;;
,,0.00652,84,;;;;;;
,,0.00654,86,;;;;;;
,,0.00656,84,;;;;;;
,,0.00658,84,;;;;;;
,,0.0066,82,;;;;;;
,,0.00662,84,;;;;;;
,,0.00664,82,;;;;;;
,,0.00666,82,;;;;;;
,,0.00668,82,;;;;;;
,,0.0067,82,;;;;;;
,,0.00672,80,;;;;;;
,,0.00674,80,;;;;;;
,,0.00676,82,;;;;;;
,,0.00678,80,;;;;;;
,,0.0068,80,;;;;;;
,,0.00682,78,;;;;;;
,,0.00684,78,;;;;;;
,,0.00686,78,;;;;;;
,,0.00688,76,;;;;;;
,,0.0069,76,;;;;;;
,,0.00692,76,;;;;;;
,,0.00694,74,;;;;;;
,,0.00696,74,;;;;;;
,,0.00698,74,;;;;;;
,,0.007,74,;;;;;;
,,0.00702,74,;;;;;;
,,0.00704,74,;;;;;;
,,0.00706,74,;;;;;;
,,0.00708,72,;;;;;;
,,0.0071,74,;;;;;;
,,0.00712,72,;;;;;;
,,0.00714,72,;;;;;;
,,0.00716,72,;;;;;;
,,0.00718,70,;;;;;;
,,0.0072,72,;;;;;;
,,0.00722,70,;;;;;;
,,0.00724,70,;;;;;;
,,0.00726,68,;;;;;;
,,0.00728,70,;;;;;;
,,0.0073,68,;;;;;;
,,0.00732,68,;;;;;;
,,0.00734,68,;;;;;;
,,0.00736,68,;;;;;;
,,0.00738,68,;;;;;;
,,0.0074,66,;;;;;;
,,0.00742,68,;;;;;;
,,0.00744,66,;;;;;;
,,0.00746,66,;;;;;;
,,0.00748,66,;;;;;;
,,0.0075,62,;;;;;;
,,0.00752,64,;;;;;;
,,0.00754,66,;;;;;;
,,0.00756,64,;;;;;;
,,0.00758,62,;;;;;;
,,0.0076,62,;;;;;;
,,0.00762,62,;;;;;;
,,0.00764,62,;;;;;;
,,0.00766,60,;;;;;;
,,0.00768,60,;;;;;;
,,0.0077,60,;;;;;;
,,0.00772,60,;;;;;;
,,0.00774,60,;;;;;;
,,0.00776,58,;;;;;;
,,0.00778,60,;;;;;;
,,0.0078,58,;;;;;;
,,0.00782,58,;;;;;;
,,0.00784,56,;;;;;;
,,0.00786,56,;;;;;;
,,0.00788,54,;;;;;;
,,0.0079,56,;;;;;;
,,0.00792,56,;;;;;;
,,0.00794,56,;;;;;;
,,0.00796,56,;;;;;;
,,0.00798,54,;;;;;;
,,0.008,54,;;;;;;
,,0.00802,52,;;;;;;
,,0.00804,54,;;;;;;
,,0.00806,52,;;;;;;
,,0.00808,52,;;;;;;
,,0.0081,52,;;;;;;
,,0.00812,52,;;;;;;
,,0.00814,54,;;;;;;
,,0.00816,52,;;;;;;
,,0.00818,52,;;;;;;
,,0.0082,50,;;;;;;
,,0.00822,50,;;;;;;
,,0.00824,48,;;;;;;
,,0.00826,48,;;;;;;
,,0.00828,48,;;;;;;
,,0.0083,48,;;;;;;
,,0.00832,48,;;;;;;
,,0.00834,46,;;;;;;
,,0.00836,46,;;;;;;
,,0.00838,46,;;;;;;
,,0.0084,46,;;;;;;
,,0.00842,46,;;;;;;
,,0.00844,46,;;;;;;
,,0.00846,46,;;;;;;
,,0.00848,44,;;;;;;
,,0.0085,42,;;;;;;
,,0.00852,44,;;;;;;
,,0.00854,42,;;;;;;
,,0.00856,42,;;;;;;
,,0.00858,42,;;;;;;
,,0.0086,40,;;;;;;
,,0.00862,40,;;;;;;
,,0.00864,40,;;;;;;
,,0.00866,38,;;;;;;
,,0.00868,38,;;;;;;
,,0.0087,38,;;;;;;
,,0.00872,38,;;;;;;
,,0.00874,38,;;;;;;
,,0.00876,36,;;;;;;
,,0.00878,36,;;;;;;
,,0.0088,36,;;;;;;
,,0.00882,36,;;;;;;
,,0.00884,36,;;;;;;
,,0.00886,38,;;;;;;
,,0.00888,34,;;;;;;
,,0.0089,34,;;;;;;
,,0.00892,34,;;;;;;
,,0.00894,34,;;;;;;
,,0.00896,32,;;;;;;
,,0.00898,32,;;;;;;
,,0.009,32,;;;;;;
,,0.00902,32,;;;;;;
,,0.00904,30,;;;;;;
,,0.00906,30,;;;;;;
,,0.00908,28,;;;;;;
,,0.0091,30,;;;;;;
,,0.00912,30,;;;;;;
,,0.00914,28,;;;;;;
,,0.00916,28,;;;;;;
,,0.00918,28,;;;;;;
,,0.0092,28,;;;;;;
,,0.00922,26,;;;;;;
,,0.00924,26,;;;;;;
,,0.00926,26,;;;;;;
,,0.00928,24,;;;;;;
,,0.0093,24,;;;;;;
,,0.00932,24,;;;;;;
,,0.00934,24,;;;;;;
,,0.00936,22,;;;;;;
,,0.00938,22,;;;;;;
,,0.0094,20,;;;;;;
,,0.00942,22,;;;;;;
,,0.00944,22,;;;;;;
,,0.00946,20,;;;;;;
,,0.00948,18,;;;;;;
,,0.0095,20,;;;;;;
,,0.00952,16,;;;;;;
,,0.00954,16,;;;;;;
,,0.00956,16,;;;;;;
,,0.00958,16,;;;;;;
,,0.0096,14,;;;;;;
,,0.00962,14,;;;;;;
,,0.00964,14,;;;;;;
,,0.00966,14,;;;;;;
,,0.00968,14,;;;;;;
,,0.0097,12,;;;;;;
,,0.00972,12,;;;;;;
,,0.00974,12,;;;;;;
,,0.00976,12,;;;;;;
,,0.00978,10,;;;;;;
,,0.0098,8,;;;;;;
,,0.00982,10,;;;;;;
,,0.00984,10,;;;;;;
,,0.00986,8,;;;;;;
,,0.00988,8,;;;;;;
,,0.0099,6,;;;;;;
,,0.00992,6,;;;;;;
,,0.00994,4,;;;;;;
,,0.00996,4,;;;;;;
,,0.00998,4,;;;;;;
,,0.01,4,;;;;;;
,,0.01002,0.5,;;;;;;
,,0.01004,0,;;;;;;
,,0.01006,0.5,;;;;;;
,,0.01008,0,;;;;;;
,,0.0101,0,;;;;;;
,,0.01012,0,;;;;;;
,,0.01014,0.5,;;;;;;
,,0.01016,0,;;;;;;
,,0.01018,0.5,;;;;;;
,,0.0102,0.5,;;;;;;
,,0.01022,0,;;;;;;
,,0.01024,0,;;;;;;
,,0.01026,0,;;;;;;
,,0.01028,0,;;;;;;
,,0.0103,0,;;;;;;
,,0.01032,0.5,;;;;;;
,,0.01034,0,;;;;;;
,,0.01036,0,;;;;;;
,,0.01038,0,;;;;;;
,,0.0104,0.5,;;;;;;
,,0.01042,0.5,;;;;;;
,,0.01044,0,;;;;;;
,,0.01046,-0.5,;;;;;;
,,0.01048,0.5,;;;;;;
,,0.0105,0.5,;;;;;;
,,0.01052,0,;;;;;;
,,0.01054,0,;;;;;;
,,0.01056,0,;;;;;;
,,0.01058,0,;;;;;;
,,0.0106,0,;;;;;;
,,0.01062,0.5,;;;;;;
,,0.01064,0.5,;;;;;;
,,0.01066,0.5,;;;;;;
,,0.01068,0,;;;;;;
,,0.0107,0,;;;;;;
,,0.01072,0.5,;;;;;;
,,0.01074,0,;;;;;;
,,0.01076,0.5,;;;;;;
,,0.01078,0,;;;;;;
,,0.0108,0,;;;;;;
,,0.01082,0,;;;;;;
,,0.01084,0,;;;;;;
,,0.01086,0.5,;;;;;;
,,0.01088,0,;;;;;;
,,0.0109,0.5,;;;;;;
,,0.01092,0,;;;;;;
,,0.01094,0,;;;;;;
,,0.01096,0,;;;;;;
,,0.01098,0.5,;;;;;;
,,0.011,0,;;;;;;
,,0.01102,0.5,;;;;;;
,,0.01104,0.5,;;;;;;
,,0.01106,0,;;;;;;
,,0.01108,0,;;;;;;
,,0.0111,0,;;;;;;
,,0.01112,-0.5,;;;;;;
,,0.01114,0,;;;;;;
,,0.01116,0,;;;;;;
,,0.01118,0.5,;;;;;;
,,0.0112,0.5,;;;;;;
,,0.01122,0,;;;;;;
,,0.01124,0,;;;;;;
,,0.01126,-0.5,;;;;;;
,,0.01128,0.5,;;;;;;
,,0.0113,-0.5,;;;;;;
,,0.01132,0.5,;;;;;;
,,0.01134,0.5,;;;;;;
,,0.01136,0,;;;;;;
,,0.01138,0,;;;;;;
,,0.0114,0.5,;;;;;;
,,0.01142,0,;;;;;;
,,0.01144,0,;;;;;;
,,0.01146,0,;;;;;;
,,0.01148,0,;;;;;;
,,0.0115,0,;;;;;;
,,0.01152,0,;;;;;;
,,0.01154,0.5,;;;;;;
,,0.01156,0.5,;;;;;;
,,0.01158,0,;;;;;;
,,0.0116,0.5,;;;;;;
,,0.01162,0,;;;;;;
,,0.01164,0.5,;;;;;;
,,0.01166,0,;;;;;;
,,0.01168,-0.5,;;;;;;
,,0.0117,0,;;;;;;
,,0.01172,-0.5,;;;;;;
,,0.01174,0,;;;;;;
,,0.01176,0,;;;;;;
,,0.01178,0,;;;;;;
,,0.0118,0.5,;;;;;;
,,0.01182,0.5,;;;;;;
,,0.01184,0,;;;;;;
,,0.01186,0,;;;;;;
,,0.01188,0.5,;;;;;;
,,0.0119,0,;;;;;;
,,0.01192,0.5,;;;;;;
,,0.01194,0,;;;;;;
,,0.01196,0,;;;;;;
,,0.01198,0,;;;;;;
,,0.012,0,;;;;;;
,,0.01202,0.5,;;;;;;
,,0.01204,0.5,;;;;;;
,,0.01206,0.5,;;;;;;
,,0.01208,0.5,;;;;;;
,,0.0121,0,;;;;;;
,,0.01212,0.5,;;;;;;
,,0.01214,0.5,;;;;;;
,,0.01216,0,;;;;;;
,,0.01218,0,;;;;;;
,,0.0122,0,;;;;;;
,,0.01222,0,;;;;;;
,,0.01224,0.5,;;;;;;
,,0.01226,0,;;;;;;
,,0.01228,0.5,;;;;;;
,,0.0123,0.5,;;;;;;
,,0.01232,0,;;;;;;
,,0.01234,0,;;;;;;
,,0.01236,0.5,;;;;;;
,,0.01238,0,;;;;;;
,,0.0124,0.5,;;;;;;
,,0.01242,0,;;;;;;
,,0.01244,0,;;;;;;
,,0.01246,-0.5,;;;;;;
,,0.01248,0.5,;;;;;;
,,0.0125,30,;;;;;;
,,0.01252,54,;;;;;;
,,0.01254,60,;;;;;;
,,0.01256,58,;;;;;;
,,0.01258,60,;;;;;;
,,0.0126,60,;;;;;;
,,0.01262,62,;;;;;;
,,0.01264,62,;;;;;;
,,0.01266,64,;;;;;;
,,0.01268,64,;;;;;;
,,0.0127,64,;;;;;;
,,0.01272,64,;;;;;;
,,0.01274,64,;;;;;;
,,0.01276,64,;;;;;;
,,0.01278,64,;;;;;;
,,0.0128,66,;;;;;;
,,0.01282,68,;;;;;;
,,0.01284,68,;;;;;;
,,0.01286,68,;;;;;;
,,0.01288,68,;;;;;;
,,0.0129,70,;;;;;;
,,0.01292,70,;;;;;;
,,0.01294,70,;;;;;;
,,0.01296,68,;;;;;;
,,0.01298,70,;;;;;;
,,0.013,72,;;;;;;
,,0.01302,72,;;;;;;
,,0.01304,72,;;;;;;
,,0.01306,72,;;;;;;
,,0.01308,72,;;;;;;
,,0.0131,72,;;;;;;
,,0.01312,74,;;;;;;
,,0.01314,74,;;;;;;
,,0.01316,74,;;;;;;
,,0.01318,74,;;;;;;
,,0.0132,74,;;;;;;
,,0.01322,74,;;;;;;
,,0.01324,74,;;;;;;
,,0.01326,76,;;;;;;
,,0.01328,74,;;;;;;
,,0.0133,76,;;;;;;
,,0.01332,76,;;;;;;
,,0.01334,74,;;;;;;
,,0.01336,76,;;;;;;
,,0.01338,76,;;;;;;
,,0.0134,78,;;;;;;
,,0.01342,78,;;;;;;
,,0.01344,78,;;;;;;
,,0.01346,80,;;;;;;
,,0.01348,78,;;;;;;
,,0.0135,80,;;;;;;
,,0.01352,80,;;;;;;
,,0.01354,78,;;;;;;
,,0.01356,80,;;;;;;
,,0.01358,80,;;;;;;
,,0.0136,80,;;;;;;
,,0.01362,80,;;;;;;
,,0.01364,80,;;;;;;
,,0.01366,82,;;;;;;
,,0.01368,80,;;;;;;
,,0.0137,80,;;;;;;
,,0.01372,82,;;;;;;
,,0.01374,82,;;;;;;
,,0.01376,82,;;;;;;
,,0.01378,82,;;;;;;
,,0.0138,82,;;;;;;
,,0.01382,82,;;;;;;
,,0.01384,82,;;;;;;
,,0.01386,84,;;;;;;
,,0.01388,82,;;;;;;
,,0.0139,84,;;;;;;
,,0.01392,84,;;;;;;
,,0.01394,84,;;;;;;
,,0.01396,86,;;;;;;
,,0.01398,84,;;;;;;
,,0.014,84,;;;;;;
,,0.01402,86,;;;;;;
,,0.01404,84,;;;;;;
,,0.01406,86,;;;;;;
,,0.01408,84,;;;;;;
,,0.0141,86,;;;;;;
,,0.01412,84,;;;;;;
,,0.01414,84,;;;;;;
,,0.01416,86,;;;;;;
,,0.01418,86,;;;;;;
,,0.0142,88,;;;;;;
,,0.01422,86,;;;;;;
,,0.01424,86,;;;;;;
,,0.01426,86,;;;;;;
,,0.01428,86,;;;;;;
,,0.0143,88,;;;;;;
,,0.01432,88,;;;;;;
,,0.01434,86,;;;;;;
,,0.01436,86,;;;;;;
,,0.01438,88,;;;;;;
,,0.0144,88,;;;;;;
,,0.01442,86,;;;;;;
,,0.01444,88,;;;;;;
,,0.01446,86,;;;;;;
,,0.01448,90,;;;;;;
,,0.0145,88,;;;;;;
,,0.01452,90,;;;;;;
,,0.01454,88,;;;;;;
,,0.01456,86,;;;;;;
,,0.01458,88,;;;;;;
,,0.0146,88,;;;;;;
,,0.01462,88,;;;;;;
,,0.01464,88,;;;;;;
,,0.01466,90,;;;;;;
,,0.01468,90,;;;;;;
,,0.0147,90,;;;;;;
,,0.01472,90,;;;;;;
,,0.01474,88,;;;;;;
,,0.01476,88,;;;;;;
,,0.01478,88,;;;;;;
,,0.0148,88,;;;;;;
,,0.01482,88,;;;;;;
,,0.01484,90,;;;;;;
,,0.01486,90,;;;;;;
,,0.01488,88,;;;;;;
,,0.0149,88,;;;;;;
,,0.01492,88,;;;;;;
,,0.01494,88,;;;;;;
,,0.01496,88,;;;;;;
,,0.01498,88,;;;;;;
,,0.015,88,;;;;;;
,,0.01502,88,;;;;;;
,,0.01504,90,;;;;;;
,,0.01506,88,;;;;;;
,,0.01508,90,;;;;;;
,,0.0151,88,;;;;;;
,,0.01512,88,;;;;;;
,,0.01514,90,;;;;;;
,,0.01516,88,;;;;;;
,,0.01518,90,;;;;;;
,,0.0152,90,;;;;;;
,,0.01522,90,;;;;;;
,,0.01524,88,;;;;;;
,,0.01526,90,;;;;;;
,,0.01528,90,;;;;;;
,,0.0153,90,;;;;;;
,,0.01532,88,;;;;;;
,,0.01534,90,;;;;;;
,,0.01536,90,;;;;;;
,,0.01538,90,;;;;;;
,,0.0154,90,;;;;;;
,,0.01542,90,;;;;;;
,,0.01544,90,;;;;;;
,,0.01546,88,;;;;;;
,,0.01548,90,;;;;;;
,,0.0155,90,;;;;;;
,,0.01552,90,;;;;;;
,,0.01554,90,;;;;;;
,,0.01556,90,;;;;;;
,,0.01558,90,;;;;;;
,,0.0156,90,;;;;;;
,,0.01562,90,;;;;;;
,,0.01564,90,;;;;;;
,,0.01566,90,;;;;;;
,,0.01568,90,;;;;;;
,,0.0157,90,;;;;;;
,,0.01572,88,;;;;;;
,,0.01574,90,;;;;;;
,,0.01576,90,;;;;;;
,,0.01578,90,;;;;;;
,,0.0158,90,;;;;;;
,,0.01582,90,;;;;;;
,,0.01584,90,;;;;;;
,,0.01586,88,;;;;;;
,,0.01588,90,;;;;;;
,,0.0159,90,;;;;;;
,,0.01592,90,;;;;;;
,,0.01594,90,;;;;;;
,,0.01596,90,;;;;;;
,,0.01598,90,;;;;;;
,,0.016,90,;;;;;;
,,0.01602,88,;;;;;;
,,0.01604,90,;;;;;;
,,0.01606,90,;;;;;;
,,0.01608,88,;;;;;;
,,0.0161,88,;;;;;;
,,0.01612,88,;;;;;;
,,0.01614,90,;;;;;;
,,0.01616,90,;;;;;;
,,0.01618,88,;;;;;;
,,0.0162,88,;;;;;;
,,0.01622,90,;;;;;;
,,0.01624,88,;;;;;;
,,0.01626,90,;;;;;;
,,0.01628,90,;;;;;;
,,0.0163,88,;;;;;;
,,0.01632,88,;;;;;;
,,0.01634,88,;;;;;;
,,0.01636,88,;;;;;;
,,0.01638,88,;;;;;;
,,0.0164,88,;;;;;;
,,0.01642,86,;;;;;;
,,0.01644,86,;;;;;;
,,0.01646,86,;;;;;;
,,0.01648,86,;;;;;;
,,0.0165,86,;;;;;;
,,0.01652,86,;;;;;;
,,0.01654,86,;;;;;;
,,0.01656,82,;;;;;;
,,0.01658,84,;;;;;;
,,0.0166,86,;;;;;;
,,0.01662,82,;;;;;;
,,0.01664,82,;;;;;;
,,0.01666,82,;;;;;;
,,0.01668,82,;;;;;;
,,0.0167,82,;;;;;;
,,0.01672,82,;;;;;;
,,0.01674,80,;;;;;;
,,0.01676,80,;;;;;;
,,0.01678,80,;;;;;;
,,0.0168,78,;;;;;;
,,0.01682,78,;;;;;;
,,0.01684,78,;;;;;;
